"","Language","InventoryID","iso","Latitude","Longitude","Source","Glottocode"
"3060","Enga",2686,"enq","-5.48","143.668","ANU",NA
"3061","Engenni",805,"enn","5.17","6.38","ANU",NA
"3062","Enggano",424,"eno","-5.333","102.25","ANU",NA
"3063","English",562,"eng","52","0","ANU",NA
"3064","Epena",3975,"sja","3","-77","ANU",NA
"3065","Epie",2141,"epi","5.036","6.246","ANU",NA
"3066","Erave",2687,"kjy","-6.608","143.898","ANU",NA
"3067","Ere",2688,"twp","-2.153","147.063","ANU",NA
"3068","Eritai",2689,"ert","-2.75","138","ANU",NA
"3069","Erre",2367,"err","-12.279","132.903","ANU",NA
"3070","Erromintxela",4148,"emx","43","-2","ANU",NA
"3071","Esan",2142,"ish","6.743","6.142","ANU",NA
"3072","Eseejja",1048,"ese","-11","-65.9","ANU",NA
"3073","Esmeralde±o",1046,"xxx-10","1","-79.5","ANU",NA
"3074","Esselen",3493,"esq","36.25","-121.75","ANU",NA
"3075","Estonian",1162,"est","59","25","ANU",NA
"3076","Eton",2690,"eto","-17.75","168.53","ANU",NA
"3077","Etruscan",1576,"ett","43.79","11.25","ANU",NA
"3078","Etsako",2143,"ets","7.067","6.267","ANU",NA
"3079","Etulo",2144,"utr","7.85","9.4","ANU",NA
"3080","Even",67,"eve","68","130","ANU",NA
"3081","Evenki",68,"evn","56","125","ANU",NA
"3082","Ewage-Notu",3045,"nou","-8.865","148.479","ANU",NA
"3083","Ewe",826,"ewe","6","1","ANU",NA
"3084","Ewondo",753,"ewo","4.5","12","ANU",NA
"3085","Eyak",1280,"eya","60.5","-145","ANU",NA
"3086","Fagani",2691,"faf","-10.5","161.611","ANU",NA
"3087","Faiwol",2692,"fai","-5.528","141.744","ANU",NA
"3088","Fang",2145,"fan","0.5","11","ANU",NA
"3089","Fante",2146,"aka-2","5.912","-0.996","ANU",NA
"3090","Faroese",563,"fao","62.5","-7","ANU",NA
"3091","Farsi",3715,"pio","4","-69.3","ANU",NA
"3092","Fasu",1118,"faa","-6.417","143.167","ANU",NA
"3093","Fataleka",2693,"far","-8.58","160.83","ANU",NA
"3094","Fataluku",2694,"ddg","-8.5","127","ANU",NA
"3095","Fayu",2695,"fau","-3.138","136.885","ANU",NA
"3096","Fe'fe'",2020,"fmp","5.25","10.17","ANU",NA
"3097","Fering Fries",4079,"frr","54.7","8.5","ANU",NA
"3098","Feroge",2147,"fer","8.75","26","ANU",NA
"3099","Fijian",311,"fij","-18","178.333","ANU",NA
"3100","Fijian_Boumaa",2614,"fij-2","-16.83","179.83","ANU",NA
"3101","Fijian_Eastern",2679,"fij-3","-15","-178.5","ANU",NA
"3102","Fijian_Western",3338,"wyy-2","-17.17","177.33","ANU",NA
"3103","Finnish",1163,"fin","62","25","ANU",NA
"3104","Finongan",3387,"fag","-6.351","146.606","ANU",NA
"3105","Flemish",3716,"vls","51.2","3.2","ANU",NA
"3106","Flinders Island",2368,"fln","-14.184","144.255","ANU",NA
"3107","Foau",2696,"flh","-3","139.17","ANU",NA
"3108","Foe",1119,"foi","-6.333","143.5","ANU",NA
"3109","Foia Foia",3388,"ffi","-7.717","143.165","ANU",NA
"3110","Folopa",3099,"ppo","-7.002","144.511","ANU",NA
"3111","Fon Gbe",827,"fon","6.42","2.17","ANU",NA
"3112","Fordata",1420,"frd","-7.17","131.5","ANU",NA
"3113","Fore",1096,"for","-6.75","145.5","ANU",NA
"3114","Fort Senal",2697,"frt","-15.416","166.924","ANU",NA
"3115","Fox",3494,"sac","43","-83","ANU",NA
"3116","Fraser",3495,"xxx-40","49.67","-121.33","ANU",NA
"3117","French",600,"fra","48","3","ANU",NA
"3118","Frisian",564,"frs","54.5","9","ANU",NA
"3119","Fula",834,"fuh","11.5","-12.5","ANU",NA
"3120","Fulni?",2705,"fun","-8","-37.3","ANU",NA
"3121","Fur",863,"fvr","13","25","ANU",NA
"3122","Futuna_East",312,"fud","-15","-178.5","ANU",NA
"3123","Futuna_West",313,"fut-2","-19.667","170.667","ANU",NA
"3124","Fuyuge",1324,"fuy","-8.667","147.333","ANU",NA
"3125","Fuzhou",1351,"cdo","26.5","119","ANU",NA
"3126","Fwai",2698,"fwa","-20.67","164.67","ANU",NA
"3127","Fyam",840,"pym","9.65","9.25","ANU",NA
"3128","G||abake",2149,"hio","-23.109","26.826","ANU",NA
"3129","Ga'anda",8,"gqa","10.33","12.58","ANU",NA
"3130","Gaagudju",121,"gbu","-12.583","132.833","ANU",NA
"3131","Gaam",2150,"tbi-2","11.767","34.35","ANU",NA
"3132","Gabadi",2699,"kbt","-9.006","146.932","ANU",NA
"3133","Gabigabi",1294,"xxx-11","-25.5","153","ANU",NA
"3134","Gabrielino",3496,"xgf","33.93","-118.4","ANU",NA
"3135","Gadaba",245,"gdb","19","83.667","ANU",NA
"3136","Gadang",2369,"mrh","22.1","92.95","ANU",NA
"3137","Gaddang",2700,"gad","16.515","121.194","ANU",NA
"3138","Gadsup",1097,"gaj","-6.333","146","ANU",NA
"3139","Gadsup-Akuna",2701,"gaj-2","-6.39","146.031","ANU",NA
"3140","Gadsup-Ontena",2702,"ont","-6.444","145.757","ANU",NA
"3141","Gafat",2151,"gft","11.008","35.19","ANU",NA
"3142","Gahuku",1098,"gah","-6.083","145.4","ANU",NA
"3143","Gaikundi",2703,"gbf","-4","143.17","ANU",NA
"3144","Galela",1213,"gbi","2","128.417","ANU",NA
"3145","Galeya",2704,"gar","-9.576","150.846","ANU",NA
"3146","Galician",3717,"glg","43.4","-5.8","ANU",NA
"3147","Galke",2152,"gke","8.4","14.167","ANU",NA
"3148","Galo",1378,"adi","28","94.75","ANU",NA
"3149","Galolen",1524,"gal","-8.58","126","ANU",NA
"3150","Galpu",2370,"dhg","-11.947","135.775","ANU",NA
"3151","Galu",2706,"dia","-3.504","142.275","ANU",NA
"3152","Gamilaraay",2371,"kld-2","-29.83","149.5","ANU",NA
"3153","Ganja",2153,"bjt","12.563","-15.688","ANU",NA
"3154","Gao",2708,"gga","-8.351","159.788","ANU",NA
"3155","Gaoan",3718,"xxx-54","28.667","115","ANU",NA
"3156","Gapapaiwa",314,"pwg","-9.8","149.833","ANU",NA
"3157","Garawa",122,"gbc","-17.25","137.667","ANU",NA
"3158","Garhwali",3719,"gbm","30.767","78.587","ANU",NA
"3159","Garifuna",103,"cab","15.85","-85","ANU",NA
"3160","Garig",2372,"ilg","-11.25","132.33","ANU",NA
"3161","Garlali",2373,"nbx-2","-27.5","144.5","ANU",NA
"3162","Garo",972,"grt","26","90","ANU",NA
"3163","Gascon",4174,"oci-2","43.02","0.95","ANU",NA
"3164","Gathang",1331,"kda","-32","152.5","ANU",NA
"3165","Gaulish",1571,"xtg","44.5","4.8","ANU",NA
"3166","Gavi?o",1152,"gvo","-11","-61","ANU",NA
"3167","Gavi?o_Parﬂ",3977,"gvp","-4.745","-49.252","ANU",NA
"3168","Gawwada",2154,"gwd","5.431","37.238","ANU",NA
"3169","Gayo",1315,"gay","4.55","96.95","ANU",NA
"3170","Gbanzili",2155,"gbg","5.114","19.815","ANU",NA
"3171","Gbaya-Kara",734,"gya","6","15","ANU",NA
"3172","Gbaya-Mbodomo",735,"mdo","4.5","15","ANU",NA
"3173","Gbeya",2156,"gya-2","6.491","17.455","ANU",NA
"3174","Gbeya_Bossangoa",1497,"gbp","6.67","17.5","ANU",NA
"3175","Ge'ez",2158,"gez","14","39","ANU",NA
"3176","Gebe",2709,"gei","0","129.5","ANU",NA
"3177","Gedaged",2710,"gdd","-5.05","145.88","ANU",NA
"3178","Gedeo",2157,"drs","6.158","38.196","ANU",NA
"3179","Gela",315,"nlg","-9.167","160.333","ANU",NA
"3180","Gelao",2021,"gio","22.92","105.5","ANU",NA
"3181","Gende",2711,"gaf","-5.674","145.162","ANU",NA
"3182","Georgian",631,"kat","41.72","44.78","ANU",NA
"3183","German",565,"deu","50","10","ANU",NA
"3184","German_Swiss",1579,"gsw","46.975","8.405","ANU",NA
"3185","Geser",3429,"ges-2","-4","131","ANU",NA
"3186","Geser-Gorom",2712,"ges","-3.886","130.933","ANU",NA
"3187","Ghale",1334,"ghe","28.25","84.9","ANU",NA
"3188","Ghale_Uiya",3933,"ghh","28.284","84.885","ANU",NA
"3189","Ghanonga",2713,"ghn","-8.08","156.5","ANU",NA
"3190","Ghari_Gae",2714,"gri","-9.33","159.58","ANU",NA
"3191","Ghari_Ndi",2715,"gri-2","-9.5","160.25","ANU",NA
"3192","Ghomara",4149,"gho","35.57","-5.37","ANU",NA
"3193","Gibaio",2716,"kiw","-7.406","144.699","ANU",NA
"3194","Gidra",2717,"gdr","-8.817","143.034","ANU",NA
"3195","Gikuyu",757,"kik","-0.75","36.75","ANU",NA
"3196","Gilaki",589,"glk","37.75","49","ANU",NA
"3197","Giman",2718,"gzn","-0.25","128","ANU",NA
"3198","Gimi",2719,"gim","-6.639","145.377","ANU",NA
"3199","Girawa",2720,"bbr","-5.333","145.313","ANU",NA
"3200","Gitksan",933,"git","55.33","-127.75","ANU",NA
"3201","Gitua",2721,"ggt","-6.002","147.486","ANU",NA
"3202","Gizra",2722,"tof","-9.157","142.803","ANU",NA
"3203","Glavda",2159,"glw","11.106","13.81","ANU",NA
"3204","G?n?na Yajich",3504,"xxx-41","-38","-62.5","ANU",NA
"3205","Gobasi_Oiba",2723,"goi","-6.462","142.142","ANU",NA
"3206","Godoberi",715,"gdo","42.63","46.11","ANU",NA
"3207","Goemai",40,"ank","8.67","9.75","ANU",NA
"3208","Goeng-Goeng",2374,"xxx-75","-25","151.83","ANU",NA
"3209","Gog-narr",2375,"xxx-76","-18","141.25","ANU",NA
"3210","Gogodala",520,"ggw","-8.083","143","ANU",NA
"3211","Gojri",1538,"gju","33","76","ANU",NA
"3212","Gokana",2273,"gkn","4.578","7.366","ANU",NA
"3213","Gold",3721,"gld-2","49.853","136.762","ANU",NA
"3214","Golden Palaung",1474,"pll","22.97","97.17","ANU",NA
"3215","Golin",1087,"gvf","-6.25","144.833","ANU",NA
"3216","Gondi",498,"gno","19","85","ANU",NA
"3217","Gonja",2161,"gjn","8.5","-0.5","ANU",NA
"3218","Gonja_Hill",2162,"gjn-2","8.9","-0.8","ANU",NA
"3219","Gooniyandi",115,"gni","-18.667","126.25","ANU",NA
"3220","Gorontalo",1550,"gor","0.5","122","ANU",NA
"3221","Gorum",1429,"pcj","18.5","82.833","ANU",NA
"3222","Gothic",1290,"got","54","18","ANU",NA
"3223","Great Andamanese",2022,"apq","12","92.67","ANU",NA
"3224","Grebo",819,"gry","5.3","-8","ANU",NA
"3225","Greek",569,"ell","38","23","ANU",NA
"3226","Greek_Ancient",4085,"grc","37.7","24","ANU",NA
"3227","Greek_Cypriot",4093,"ell-2","34.5","32.7","ANU",NA
"3228","Greek_Late Koine",4086,"grc-2","42","35","ANU",NA
"3229","Greek_Mycenaean",4087,"grc-3","37.73","22.756","ANU",NA
"3230","Green_Hmong",528,"hnj","28","105","ANU",NA
"3231","Greenlandic",516,"kal","61","-48","ANU",NA
"3232","Gros Ventre",3932,"ats","48.5","-108.75","ANU",NA
"3233","Gtaq",1432,"gaq","18.633","83.5","ANU",NA
"3234","Gtob",1431,"gbj","18.583","82.867","ANU",NA
"3235","Guahibo",3497,"guh","5","-69","ANU",NA
"3236","Guajajara",1157,"gub","-5","-45","ANU",NA
"3237","Guajira",104,"guc","12","-72","ANU",NA
"3238","Guajﬂ",3978,"gvj","-3.864","-46.148","ANU",NA
"3239","Guanano",3499,"gvc","1","-69.75","ANU",NA
"3240","Guangshun",4130,"hmm","26","106.45","ANU",NA
"3241","Guarani",1158,"gug","-23","-56","ANU",NA
"3242","Guarani_Bolivia",3500,"gui","-20.25","-63.5","ANU",NA
"3243","Guarani_Paraguay",3501,"gug-2","-23.5","-57.5","ANU",NA
"3244","Guarayu",3979,"gyr","-15.5","-61.4","ANU",NA
"3245","Guarijio",1193,"var","27.75","-108.67","ANU",NA
"3246","Guat?",670,"gta","-16","-66","ANU",NA
"3247","Guayabero",3887,"guo","2.709","-71.98","ANU",NA
"3248","Gudandji",2376,"nji","-16.33","136","ANU",NA
"3249","Gude",9,"gde","10.05","14.3","ANU",NA
"3250","Gugada",167,"ktd","-30","134","ANU",NA
"3251","Gugu-Badhun",2377,"gdc","-18.549","144.484","ANU",NA
"3252","Gugu-Bujun",2378,"xxx-77","-18","144.75","ANU",NA
"3253","GuhuSamane",1084,"ghs","-8","147.25","ANU",NA
"3254","Guichicovi Lowland Mixe",3503,"mir","16.9","-95","ANU",NA
"3255","Guizhu",4128,"hme","26.43","106.67","ANU",NA
"3256","Gujarati",574,"guj","23","72","ANU",NA
"3257","Gula-Iro",856,"glj","10.25","19.42","ANU",NA
"3258","Gumawana",316,"gvs","-9.25","150.833","ANU",NA
"3259","Gumbaynggir",168,"kgs","-30.167","152.5","ANU",NA
"3260","Gunbarlang",3939,"wlg","-11.8","133.7","ANU",NA
"3261","Gundungura",2379,"xxx-65","-34","151","ANU",NA
"3262","Gunggara",2380,"kvs","-17.5","141.17","ANU",NA
"3263","Gununu-Kena",488,"cag","-22.5","-60.6","ANU",NA
"3264","Gupapuyngu",2381,"guf","-12.166","135.466","ANU",NA
"3265","Gurage_East",2163,"stv","7.794","38.243","ANU",NA
"3266","Gurage_West_Chaha",2164,"sgw","8.119","37.931","ANU",NA
"3267","Gureng Gureng",169,"gnr","-25.25","151","ANU",NA
"3268","Gurenne",2165,"gur","10.785","-0.848","ANU",NA
"3269","Gurindji",2382,"gue","-17.401","130.805","ANU",NA
"3270","Gurma",2166,"gvm","12.651","0.491","ANU",NA
"3271","Gurr-goni",117,"gge","-12.25","134.417","ANU",NA
"3272","Gurung",981,"gvr","28.333","84.333","ANU",NA
"3273","Gusii",2168,"guz","-0.677","34.772","ANU",NA
"3274","Guugu Yimidhirr",170,"kky","-15","144.833","ANU",NA
"3275","Guwa",2383,"gwu","-27.83","149","ANU",NA
"3276","Gwahatike",2726,"dah","-5.652","146.468","ANU",NA
"3277","Gwandara",2169,"gwn","8.84","7.878","ANU",NA
"3278","Gwari",838,"gby","9.5","7","ANU",NA
"3279","Gwere",2170,"gwr","1.131","33.88","ANU",NA
"3280","Gwich'in",3505,"gwi","67","-146","ANU",NA
"3281","Gyalsumdo",3924,"bod-7","28.552","84.24","ANU",NA
"3282","G?",828,"gaa","5.67","-0.17","ANU",NA
"3283","Haa Zongkha",1556,"dzo-2","27.135","89.12","ANU",NA
"3284","Hadiyya",2171,"hdy","7.55","37.85","ANU",NA
"3285","Hadza",1243,"hts","-3.75","35.17","ANU",NA
"3286","Haida",527,"hdn","53","-132","ANU",NA
"3287","Haininh",4136,"mji","20.1","106.225","ANU",NA
"3288","Haisla",1201,"has","54","-128.75","ANU",NA
"3289","Haitian Creole",1561,"hat","18.55","-72.3","ANU",NA
"3290","Hajong",1372,"haj","26.2","90.5","ANU",NA
"3291","Hak˜",2727,"hao","-5.064","154.612","ANU",NA
"3292","Hakha_Lai",1015,"cnh","22.667","93.667","ANU",NA
"3293","Hakka",1004,"hak","24.25","116.5","ANU",NA
"3294","Halang",3722,"hal","14.662","107.575","ANU",NA
"3295","Halia",317,"hla","-5.25","154.75","ANU",NA
"3296","Halkomelem",950,"hur","49.5","-122.5","ANU",NA
"3297","Hamer",24,"amf","5","36.5","ANU",NA
"3298","Hanga_Hundi",961,"wos","-3.833","142.833","ANU",NA
"3299","Hangzhou",1455,"wuu-2","30.25","120.167","ANU",NA
"3300","Hani",2179,"hni","23.48","100.7","ANU",NA
"3301","Hanunoo",2728,"hnn","12.33","121.25","ANU",NA
"3302","Haroi",3723,"pab","-14","-57","ANU",NA
"3303","Haroi",2729,"hro","13.335","108.907","ANU",NA
"3304","Haruku",2730,"hrk","-3.58","128.5","ANU",NA
"3305","Hatam",1211,"had","-1","134","ANU",NA
"3306","Hausa",41,"hau","12","7","ANU",NA
"3307","Haush",3980,"xxx-12","-54.783","-64.285","ANU",NA
"3308","Havasupai",3507,"yuf-2","35.75","-112.5","ANU",NA
"3309","Hawaiian",318,"haw","21","-157","ANU",NA
"3310","Hayu",982,"vay","27.25","86","ANU",NA
"3311","Hdi",3398,"xed","11.87","13.72","ANU",NA
"3312","Hebrew",35,"heb","31.75","35.17","ANU",NA
"3313","Helong",1527,"heg","-10.25","123.67","ANU",NA
"3314","Herero",1555,"her","-21","20","ANU",NA
"3315","Hewa",2732,"ham","-5.066","142.489","ANU",NA
"3316","Hianacoto",3508,"cbd","1","-72","ANU",NA
"3317","Hidatsa",1029,"hid","48","-110","ANU",NA
"3318","Higi",2172,"hig","10.569","13.321","ANU",NA
"3319","Hiligaynon",285,"hil","10.25","123","ANU",NA
"3320","Hill Miri",2041,"mrg-2","27.945","93.88","ANU",NA
"3321","Hindi",575,"hin","27","80","ANU",NA
"3322","Hinukh",3724,"gin","42.274","45.793","ANU",NA
"3323","Hittite",1336,"hit","39","31","ANU",NA
"3324","Hitu",2733,"htu","-3.67","128.17","ANU",NA
"3325","Hiw",1276,"hiw","-13.25","166.5","ANU",NA
"3326","Hixkaryana",464,"hix","1.5","-60","ANU",NA
"3327","Hkongso",1468,"mro","21.5","93","ANU",NA
"3328","Hlai",1264,"lic","19","109","ANU",NA
"3329","Hlersu",1541,"hle","24.05","101.975","ANU",NA
"3330","Hmar",1517,"hmr","25","92.2","ANU",NA
"3331","Hmong_Taigong",4120,"hea","26.63","108.28","ANU",NA
"3332","Hmwaveke",2734,"mrk","-20.92","164.58","ANU",NA
"3333","Ho",246,"hoc","22","86","ANU",NA
"3334","Hoava",2735,"hoa","-8.17","157.58","ANU",NA
"3335","Holoholo",754,"hoo","-5.5","28.25","ANU",NA
"3336","Hopi",1182,"hop","36","-110","ANU",NA
"3337","Hote_Misim",2736,"hot","-7.027","146.924","ANU",NA
"3338","Hoti",3981,"yau","5.512","-65.496","ANU",NA
"3339","Hoyahoya",3389,"hhy","-7.797","143.27","ANU",NA
"3340","Hre",3725,"hre","15","108.667","ANU",NA
"3341","Hu",4155,"huo","22.08","100.895","ANU",NA
"3342","Hua",1099,"ygr","-6.333","145.3","ANU",NA
"3343","Huambisa",3943,"hub","-4.26","-77.84","ANU",NA
"3344","Huaqie",4133,"sfm","27.3","105.3","ANU",NA
"3345","Huastec",681,"hsf","22.08","-99.33","ANU",NA
"3346","Huave",546,"huv","16.2","-95","ANU",NA
"3347","Huayuan",4126,"mmr","28.3","109.7","ANU",NA
"3348","Huichol",1181,"hch","22","-104","ANU",NA
"3349","Huitoto_Minica",548,"huu","-2.4","-72.25","ANU",NA
"3350","Huitoto_Murui",549,"hux","-1","-73.5","ANU",NA
"3351","Hula",2737,"hul","-10.03","147.7","ANU",NA
"3352","Huli",2738,"hui","-5.845","142.947","ANU",NA
"3353","Humla",3941,"hut","29.97","81.82","ANU",NA
"3354","Hungarian",1173,"hun","47","19","ANU",NA
"3355","Hunzib",716,"huz","42.16","46.23","ANU",NA
"3356","Hup",1199,"jup","0.167","-69.25","ANU",NA
"3357","Hupa",705,"hup","41.08","-123.67","ANU",NA
"3358","Hurrian",1568,"xhu","36.85","50.08","ANU",NA
"3359","H?n",3506,"haa","65","-140","ANU",NA
"3360","I±apari",3982,"inp","-12.088","-69.544","ANU",NA
"3361","I±upiaq",1308,"esi","68.13","-151.72","ANU",NA
"3362","I±upiaq_Northern_Anaktuvuk",4069,"esk-2","68.15","-151.6","ANU",NA
"3363","I±upiaq_Seward_Bering Strait",4067,"esi-2","65.76","-168.95","ANU",NA
"3364","I±upiaq_Seward_Qawiaraq",4068,"esi","66","-167.5","ANU",NA
"3365","Iaai",319,"iai","-20.417","166.417","ANU",NA
"3366","I∆saka",1036,"ksi","-2.9","141.4","ANU",NA
"3367","Iamalele",3383,"yml","-9.38","150.588","ANU",NA
"3368","Iatmul",962,"ian","-4.25","143.25","ANU",NA
"3369","Iau",656,"tmu","-3.167","138","ANU",NA
"3370","Iban",425,"iba","2","112","ANU",NA
"3371","Ibanag",2739,"ibg","17.411","121.875","ANU",NA
"3372","Ibibio",2173,"ibb","5.025","7.929","ANU",NA
"3373","Icelandic",566,"isl","65","-19","ANU",NA
"3374","Ida'an",2740,"dbj","-5.364","118.63","ANU",NA
"3375","Idi",1408,"idi","-8.667","142.333","ANU",NA
"3376","Idu Mishmi",1385,"clk","29","96","ANU",NA
"3377","Iduna",320,"viv","-9.417","150.25","ANU",NA
"3378","Ifugao_Amganad",2741,"ifa","16.912","121.019","ANU",NA
"3379","Ifugao_Batad",291,"ifb","16.833","121.083","ANU",NA
"3380","Ifugao_Bayninan",2742,"ify-2","16.704","120.976","ANU",NA
"3381","Igala",2174,"igl","7.112","6.739","ANU",NA
"3382","Igbo",813,"ibo","6","7.33","ANU",NA
"3383","Igede",812,"ige","7","8.17","ANU",NA
"3384","Ignaciano",105,"ign","-12.5","-65.5","ANU",NA
"3385","Iha",1209,"ihp","-2.917","132.333","ANU",NA
"3386","Iha pidgin",1563,"ihb","-2.917","132.333","ANU",NA
"3387","Ijo_Kolokuma",2024,"ijc-2","4.92","5.67","ANU",NA
"3388","Ik",865,"ikx","3.75","34.17","ANU",NA
"3389","Ika",471,"arh","10.75","-73.5","ANU",NA
"3390","Ika",2175,"ikk","6.252","6.2","ANU",NA
"3391","Ikpeng",3510,"txi","-12","-54","ANU",NA
"3392","Ikwerri",2176,"ikw","4.838","6.986","ANU",NA
"3393","Ila",2177,"ilb","-15.737","26.04","ANU",NA
"3394","Ilgar",2384,"ilg-2","-11.58","133","ANU",NA
"3395","Ili'uun",2744,"ilu","-7.867","125.837","ANU",NA
"3396","Ilianen Manobo",2743,"mbi","7.25","124.83","ANU",NA
"3397","Ilokano",292,"ilo","16","121","ANU",NA
"3398","Ilongot",2745,"ilk","16.253","121.445","ANU",NA
"3399","Imbongu",2746,"imo","-6.17","144.08","ANU",NA
"3400","Imonda",449,"imn","-3.25","141.167","ANU",NA
"3401","Imroing",2747,"imr","-7.967","129.651","ANU",NA
"3402","Inanwatan",1318,"szp","-2.17","132","ANU",NA
"3403","Indonesian",426,"ind","0","106","ANU",NA
"3404","Ingessana",2025,"tbi","11.5","34","ANU",NA
"3405","Ingush",727,"inh","42.97","44.77","ANU",NA
"3406","Inibaloi",2748,"ibl","16.326","120.655","ANU",NA
"3407","Inuktitut_Aivilik",4072,"ikt-8","64","-83","ANU",NA
"3408","Inuktitut_Kivalliq",4071,"ikt-7","64.3","-96","ANU",NA
"3409","Inuktitut_Labrador",4075,"ike-3","59","-63","ANU",NA
"3410","Inuktitut_North Baffin",4061,"ikt-5","70.5","-79","ANU",NA
"3411","Inuktitut_Nunavik_north",4073,"ike","62.25","-75.5","ANU",NA
"3412","Inuktitut_Nunavik_south",4074,"ike-2","60","-77","ANU",NA
"3413","Inuktitut_South Baffin",4070,"ikt-6","66.7","-73","ANU",NA
"3414","Inuktun",4050,"kal-2","77.45","-69.24","ANU",NA
"3415","Inuttut",4051,"ike","55","-59","ANU",NA
"3416","Inuvialuktun",3511,"ikt","68.5","-135","ANU",NA
"3417","Inuvialuktun_Kangiryuarmiutun",4052,"ikt-2","67.825","-115.1","ANU",NA
"3418","Inuvialuktun_Natsilingmiutut",4053,"ikt-3","68","-95","ANU",NA
"3419","Inuvialuktun_Uummarmiutun",4054,"ikt-4","68.2","-135","ANU",NA
"3420","Inxokvari",3726,"khv-2","42.259","46.117","ANU",NA
"3421","Iowa-Oto",3866,"iow","36","-95.5","ANU",NA
"3422","Iquito",1232,"iqu","-3","-74","ANU",NA
"3423","Irabu_Ryukyu",3727,"mvi","24.833","125.183","ANU",NA
"3424","Iranun",2749,"ill","6.42","116.418","ANU",NA
"3425","Iranxe",106,"irn","-13","-58","ANU",NA
"3426","Iraqw",38,"irk","-3.5","35","ANU",NA
"3427","Irarutu",403,"irh","-3","133.5","ANU",NA
"3428","Iraya",2067,"iry","13.442","120.572","ANU",NA
"3429","Iresim",2751,"ire","-3.45","135.071","ANU",NA
"3430","Iria",2752,"irx","-3.42","133.5","ANU",NA
"3431","Irires",2753,"xxx-91","-1.25","133","ANU",NA
"3432","Irish",557,"gle","53","-7","ANU",NA
"3433","Irula",3728,"iru","12.612","79.799","ANU",NA
"3434","Isala",2178,"sil","10.873","-1.98","ANU",NA
"3435","Ishkashmi",3729,"sgl","36.713","71.587","ANU",NA
"3436","Isirawa",2754,"srl","-1.92","138.5","ANU",NA
"3437","Isneg",2755,"isd","18.226","121.086","ANU",NA
"3438","Isoko",2026,"iso","5.5","6.25","ANU",NA
"3439","Italian",601,"ita","42","12.7","ANU",NA
"3440","Itawis",2756,"itv","17.765","121.602","ANU",NA
"3441","Itbayaten",2757,"ivv","20.75","121.83","ANU",NA
"3442","Itelmen",491,"itl","57","157.5","ANU",NA
"3443","Itneg_Binongan",2758,"itb","17.668","120.796","ANU",NA
"3444","Itonama",622,"ito","-12","-65","ANU",NA
"3445","Iu_Mien",3730,"ium-2","26","110","ANU",NA
"3446","Ivatan_Itbayaten",2759,"ivv-2","20.415","121.957","ANU",NA
"3447","Ivatan_Southern",1500,"ivv","20.33","121.83","ANU",NA
"3448","Ivori",2760,"ago","-7.456","145.583","ANU",NA
"3449","Iwaidja",125,"ibd","-11.5","132.667","ANU",NA
"3450","Iwal",2761,"kbm","-7.226","146.991","ANU",NA
"3451","Iwam",2762,"iwm","-4.25","141.83","ANU",NA
"3452","Ixil",682,"ixl","15.5","-91.2","ANU",NA
"3453","Iyo",3390,"nca","-5.807","146.143","ANU",NA
"3454","Izi",2180,"izi","6.332","8.104","ANU",NA
"3455","J∑ma",3984,"jua","-7.3","-64","ANU",NA
"3456","Jabut?",623,"jbt","-12","-63","ANU",NA
"3457","Jacaltec",683,"jac","15.75","-91.75","ANU",NA
"3458","Jagoi",2306,"sne","1.395","109.984","ANU",NA
"3459","Jah_hut",3731,"jah","3.667","102.25","ANU",NA
"3460","Jahai",1412,"jhi","5.9","101.5","ANU",NA
"3461","Jambi Malay",1508,"jax","-1.75","103","ANU",NA
"3462","Jaminjung",127,"djd","-15.083","130.5","ANU",NA
"3463","Jamul Tiipay",545,"dih-2","32.17","-116.5","ANU",NA
"3464","Janjero",2181,"jnj","7.85","37.517","ANU",NA
"3465","Janji",2182,"jni","10.17","8.579","ANU",NA
"3466","Japanese",624,"jpn","37","140","ANU",NA
"3467","Japhug",4161,"jya-3","31.9","102.22","ANU",NA
"3468","Japreria",2027,"jru","10.5","-73","ANU",NA
"3469","Jaqaru",442,"jqr","-12.85","-76","ANU",NA
"3470","Jarai",2764,"jra","13.914","107.753","ANU",NA
"3471","Jarawa",755,"jar","9.9","9.8","ANU",NA
"3472","Jarawa",90,"anq","11.167","92.5","ANU",NA
"3473","Jarawara",94,"jap","-8","-67","ANU",NA
"3474","Javanese",427,"jav","-7.5","110.667","ANU",NA
"3475","Jawoyn",2385,"djn","-14.524","132.866","ANU",NA
"3476","Jebero",458,"jeb","-5.2","-76.4","ANU",NA
"3477","Jeh",2028,"jeh","15.17","107.83","ANU",NA
"3478","Jemez",3938,"tow","35.61","-106.7","ANU",NA
"3479","Jero",1416,"jee","27.2","86.25","ANU",NA
