"","Language","InventoryID","iso","Latitude","Longitude","Source","Glottocode"
"4861","Proven?al",4175,"oci-3","44.09","5.32","ANU",NA
"4862","Puare",3107,"pux","-2.83","141.67","ANU",NA
"4863","Pubian",3108,"pun","-4.75","105.5","ANU",NA
"4864","Puinave",3586,"pui","4","-67.33","ANU",NA
"4865","Puiron",3380,"xxx-102","0","0","ANU",NA
"4866","Pukapuka",3109,"pkp","-11","-165.83","ANU",NA
"4867","Pulaar",1557,"fuc","16.6","-15.2","ANU",NA
"4868","Puluwat",364,"puw","7.333","149.333","ANU",NA
"4869","Pumi",1025,"pmi","28","101","ANU",NA
"4870","Pum?",3905,"yae","-8.343","-72.948","ANU",NA
"4871","Pungupungu",113,"wdj","-13.5","130.417","ANU",NA
"4872","Punjabi",582,"pan","31","75","ANU",NA
"4873","Punthamara",2445,"nbx-3","-29","141","ANU",NA
"4874","Puragi",3110,"pru","-1.92","132.2","ANU",NA
"4875","Purari",3111,"iar","-7.75","145","ANU",NA
"4876","Puri",4019,"prr","-20.584","-42.243","ANU",NA
"4877","Purik",1515,"prx","34.55","76.15","ANU",NA
"4878","Puroik",1347,"suv","28","93","ANU",NA
"4879","Putijarra",2446,"xxx-84","-24","121","ANU",NA
"4880","Putoh",3112,"put","3.75","116","ANU",NA
"4881","Puxi",1574,"jih","32.25","101.95","ANU",NA
"4882","Puxian",2167,"cpx","25.45","119.02","ANU",NA
"4883","Puyuma",1248,"pyu","22.833","121.083","ANU",NA
"4884","Pyen",4119,"pyy","20.75","100.1","ANU",NA
"4885","P?mono",4018,"pev","3.087","-66.293","ANU",NA
"4886","Qaqet",3113,"byx","-4.33","151.67","ANU",NA
"4887","Qaw?sqar",48,"alc","-50","-75","ANU",NA
"4888","Qiang",1026,"qxs","32","103.5","ANU",NA
"4889","Qingdao",4182,"cmn-7","36.07","120.39","ANU",NA
"4890","Quechan",1578,"yum","32.83","-114.33","ANU",NA
"4891","Quechua_Ancash",3954,"qwa/qws","-8.583","-77.759","ANU",NA
"4892","Quechua_Ayacucho",3455,"quy","-13.15","-74.25","ANU",NA
"4893","Quechua_Bolivia",3589,"qul","-20","-66","ANU",NA
"4894","Quechua_Cajamarca",3968,"qvc","-7.111","-78.557","ANU",NA
"4895","Quechua_Chachapoyas",3970,"quk","-6.263","-77.852","ANU",NA
"4896","Quechua_Cusco",940,"quz","-13.5","-72","ANU",NA
"4897","Quechua_Ecuador",3590,"xxx-46","-1","-79","ANU",NA
"4898","Quechua_Ferre±afe",3976,"quf","-6.638","-79.79","ANU",NA
"4899","Quechua_Huallaga",941,"qvh","-6","-76","ANU",NA
"4900","Quechua_Huaras",3509,"qwh","-9","-78","ANU",NA
"4901","Quechua_Imbabura",942,"qvi","0.33","-78.33","ANU",NA
"4902","Quechua_Inga",3591,"inb","1.25","-76.67","ANU",NA
"4903","Quechua_Inga_Highland",3983,"inb","1.223","-76.658","ANU",NA
"4904","Quechua_Jauja-Huanca",3888,"qxw","-12.074","-75.219","ANU",NA
"4905","Quechua_North Jun?n_San Pedro de Cajas",4007,"qvn-2","-11.256","-75.857","ANU",NA
"4906","Quechua_North Jun?n_Tarma",4006,"qvn","-11.419","-75.691","ANU",NA
"4907","Quechua_Putumayo",3587,"qvo","0.35","-76.5","ANU",NA
"4908","Quechua_Quito",3592,"qud","-0.25","-78.5","ANU",NA
"4909","Quechua_Riobamba",3595,"qug","-1.5","-79","ANU",NA
"4910","Quechua_Salasca",4020,"qxl","-1.545","-78.29","ANU",NA
"4911","Quechua_San Mart?n",4021,"qvs","-7.025","-76.749","ANU",NA
"4912","Quechua_Santiago del Estero",3597,"qus","-28","-64","ANU",NA
"4913","Quechua_Tena",3617,"quw","-1","-77.5","ANU",NA
"4914","Quechua_Yaru",4046,"qvn-3","-10.679","-76.313","ANU",NA
"4915","Quileute",479,"qui","47.925","-124.25","ANU",NA
"4916","Rabha",1396,"rah","26.1","90.25","ANU",NA
"4917","Raga",3114,"lml","-15.5","167.97","ANU",NA
"4918","Rahambuu",3115,"raz","-3.25","121.08","ANU",NA
"4919","Rajasthani",1369,"raj","26.57","73.83","ANU",NA
"4920","Rajbangshi",1377,"rkt","26.5","88.5","ANU",NA
"4921","Raji",1392,"rji","29","81.15","ANU",NA
"4922","Rakahanga-manhiki",3116,"rkh","-10.5","-161","ANU",NA
"4923","Rama",476,"rma","11.5","-83.9","ANU",NA
"4924","Ramo",3425,"adi-5","28.8","94.2","ANU",NA
"4925","Ramoaaina",3117,"rai","-4.17","152.42","ANU",NA
"4926","Rampi",3118,"lje","-2.25","120.33","ANU",NA
"4927","Ranquel",3593,"arn-4","-38.5","-67.5","ANU",NA
"4928","Rao",658,"rao","-4.833","144.5","ANU",NA
"4929","Rapa",3119,"ray","-20","-158","ANU",NA
"4930","Rapa_Nui",365,"rap","-27.333","-110","ANU",NA
"4931","Rarotongan",3120,"rar","-21.33","-159.75","ANU",NA
"4932","Rasawa",3121,"rac","-2.42","136.58","ANU",NA
"4933","Ratahan",3122,"rth-2","1.08","124.83","ANU",NA
"4934","Raute",1397,"rau","28.6","81.5","ANU",NA
"4935","Rawa",1110,"rwo","-5.833","145.917","ANU",NA
"4936","Rawang",1024,"raw","27.5","97.5","ANU",NA
"4937","Rawo",3123,"nmy","27.93","101.28","ANU",NA
"4938","RawoPoko",1034,"rwa","-2.8","141.583","ANU",NA
"4939","Rejang",3124,"rej","-3.33","102.25","ANU",NA
"4940","Rek",2278,"dik","8.2","28.5","ANU",NA
"4941","Rembarrnga",213,"rmb","-12.833","134.583","ANU",NA
"4942","Rembong",3125,"reb","-8.5","121.17","ANU",NA
"4943","Remo",250,"bfw","18.333","82.333","ANU",NA
"4944","Rendille",20,"rel","2","37.5","ANU",NA
"4945","Rengao",3813,"ren","14.583","107.833","ANU",NA
"4946","Rengma",3381,"nnl","25.4","93.5","ANU",NA
"4947","Rennellese",1451,"mnv","-11.85","160.33","ANU",NA
"4948","Repanbitip",3126,"rpn","-16.324","167.643","ANU",NA
"4949","Rere",2279,"kib","11.792","30.045","ANU",NA
"4950","Rerep",3127,"pgk","-16.3","167.58","ANU",NA
"4951","Resigaro",109,"rgr","-2.5","-71.25","ANU",NA
"4952","Reyesano",3594,"rey","-14.5","-67.5","ANU",NA
"4953","Rhade",3128,"rad","13","108.33","ANU",NA
"4954","Riang",3815,"ril","22.167","99.5","ANU",NA
"4955","Riantana",647,"ran","-7.5","138.583","ANU",NA
"4956","Riff",3,"rif","34","-4","ANU",NA
"4957","Rikbaktsa",672,"rkb","-11.5","-57.3","ANU",NA
"4958","Rikou",4162,"rgu","-10.56","123.32","ANU",NA
"4959","Ririo",3129,"rri","-6.83","156.92","ANU",NA
"4960","Ritharngu",191,"rit","-12.833","135.5","ANU",NA
"4961","Roma",282,"rmm","-7.2","128.583","ANU",NA
"4962","Romanian",603,"ron","45","27","ANU",NA
"4963","Romansh",604,"roh","46.8","9.4","ANU",NA
"4964","Romany",583,"rmy","45","21","ANU",NA
"4965","Ronga",780,"rng","-26","32.5","ANU",NA
"4966","Ronge",2281,"teq","11.85","29.3","ANU",NA
"4967","Rongga",3130,"ror","-8.83","120.67","ANU",NA
"4968","Rongjiang",4125,"hms","25.9","108.5","ANU",NA
"4969","Rongmei",3397,"nbu","25.35","93.8","ANU",NA
"4970","Rongpo",1456,"rnp","30.917","79.5","ANU",NA
"4971","Roria",3131,"rga","-15.409","166.878","ANU",NA
"4972","Roro",2048,"rro","-8.75","146.58","ANU",NA
"4973","Rote",1262,"twu","-10.75","123.25","ANU",NA
"4974","Rotokas",1425,"roo","-6","155.17","ANU",NA
"4975","Rotuman",366,"rtm","-12.333","177","ANU",NA
"4976","Roviana",367,"rug","-8.25","157.333","ANU",NA
"4977","Ruc",3816,"scb","17.75","105.75","ANU",NA
"4978","Rukai",437,"dru","22.833","120.833","ANU",NA
"4979","Rumai",4157,"rbb","22.92","96.5","ANU",NA
"4980","Rumsen",925,"css","36.55","-121.93","ANU",NA
"4981","Rungus",3132,"drg","6.83","116.75","ANU",NA
"4982","Runyankore",781,"nyn","-0.5","30.5","ANU",NA
"4983","Rurutu",3133,"aut-2","-22.5","-151.5","ANU",NA
"4984","Russian",612,"rus","55","38","ANU",NA
"4985","Russian_Southern",4094,"rus-2","54.6","39.75","ANU",NA
"4986","Rutul",723,"rut","41.61","47.31","ANU",NA
"4987","Sa",3134,"sax","-16","168.08","ANU",NA
"4988","Sa'a_Ulawa",3135,"apb-2","-10","162","ANU",NA
"4989","Sa'ban",3137,"snv","3.204","115.399","ANU",NA
"4990","Saa",368,"apb","-9.5","161.583","ANU",NA
"4991","Saaroa",3136,"sxr","23.25","120.7","ANU",NA
"4992","Saban?",1326,"sae","-12","-60","ANU",NA
"4993","Sabum",3817,"sbo","5.833","102","ANU",NA
"4994","Sadu",1543,"xxx-63","24.35","102.525","ANU",NA
"4995","Saek",3818,"skb","17.833","105.583","ANU",NA
"4996","Sahaptin",932,"uma","45.67","-120","ANU",NA
"4997","Sahu",1214,"saj","1","127.417","ANU",NA
"4998","Saisiyat",3138,"xsy","24.58","121.08","ANU",NA
"4999","Sak",3498,"ckh","21.35","92.3","ANU",NA
"5000","Sakao",369,"sku","-15","166.783","ANU",NA
"5001","Sakha",3819,"sah","73.273","116.241","ANU",NA
"5002","Salako",3169,"knx","1.5","109","ANU",NA
"5003","Salar",3820,"slr","35","103","ANU",NA
"5004","Saliba",370,"sbe","-10.667","150.75","ANU",NA
"5005","Salinan",947,"sln","36","-121","ANU",NA
"5006","SaltYui",1089,"sll","-6.283","145","ANU",NA
"5007","Sam",3139,"snx","-5.47","145.88","ANU",NA
"5008","Sama",3140,"ssb-2","5.17","120.33","ANU",NA
"5009","Samal_Botolan",3142,"sbl","15.5","120","ANU",NA
"5010","Samal_Sulu",3141,"sml","5.42","121","ANU",NA
"5011","Samarokena",3143,"tmj","-1.83","138.42","ANU",NA
"5012","Samba",743,"ndi","8.35","12.25","ANU",NA
"5013","Samberigi",3144,"ssx","-6.773","143.999","ANU",NA
"5014","Sami",1168,"sme","70","28","ANU",NA
"5015","Sami_Inari",4114,"smn","68.9","27","ANU",NA
"5016","Samo",3145,"smq","-6.08","142.17","ANU",NA
"5017","Samoan",371,"smo","-14","-172.667","ANU",NA
"5018","Samoan_colloquial",3146,"smo-2","-14","-172.17","ANU",NA
"5019","Samre_Somray",3821,"smu","12.167","103","ANU",NA
"5020","Samtao",3822,"stu","22.5","99.167","ANU",NA
"5021","San",2282,"sbd","12.809","-2.97","ANU",NA
"5022","San Juan el Parais? Lowland Mixe",3596,"xxx-47","16.9","-95.3","ANU",NA
"5023","Sandawe",641,"sad","-5","35","ANU",NA
"5024","Sane",2283,"stj","13.235","-3.168","ANU",NA
"5025","Sangil",3147,"snl","5.42","125.33","ANU",NA
"5026","Sangir",3148,"sxn","3.58","125.75","ANU",NA
"5027","Sangkong",3502,"sgk","22","100.775","ANU",NA
"5028","Sango",744,"sag","5","18","ANU",NA
"5029","Sangtam",3543,"nsa","26.24","94.81","ANU",NA
"5030","Saniyo-Hiyewe",3149,"sny","-4.589","142.315","ANU",NA
"5031","Sanskrit",1355,"san","25","80","ANU",NA
"5032","Santa",1440,"sce","35.65","103.4","ANU",NA
"5033","Santa Ana",635,"kee","35.42","-106.67","ANU",NA
"5034","Santali",251,"sat","24.5","87","ANU",NA
"5035","Sanuma",1224,"xsu","4","-64","ANU",NA
"5036","Saponi",3150,"spi","-2.33","136.5","ANU",NA
"5037","Saptariya Tharu",1402,"thq","26.6","86.7","ANU",NA
"5038","Sapuan",236,"spu","15.333","106.833","ANU",NA
"5039","Sara-Ngambay",860,"sba","8.67","16","ANU",NA
"5040","Saramaccan",1560,"srm","4.75","-55.75","ANU",NA
"5041","Sarangani Blaan",3151,"bps","6","125.17","ANU",NA
"5042","Sarangani Manobo",3152,"mbs","5.83","125.67","ANU",NA
"5043","Sarangani Sangir?",3153,"snl-2","5.33","125.33","ANU",NA
"5044","Sarasira",3154,"zsa","-6.33","146.42","ANU",NA
"5045","Sarcee",708,"srs","52.5","-116","ANU",NA
"5046","Sardinian",605,"sro","40","9","ANU",NA
"5047","Sasak",1546,"sas","-8.67","116.5","ANU",NA
"5048","Saterland Fries",4080,"stq","53","7.7","ANU",NA
"5049","Sau",3156,"enq","-6.75","142","ANU",NA
"5050","Saurashtra",4151,"saz","9.91","78.12","ANU",NA
"5051","Sauri",3157,"srt","-2.33","136.63","ANU",NA
"5052","Sause",3158,"sao","-3.33","139.5","ANU",NA
"5053","Savosavo",1042,"svs","-9.167","159.833","ANU",NA
"5054","Sawai",3159,"szw","-0.33","128","ANU",NA
"5055","Saweru",3160,"swr","-1.92","136.33","ANU",NA
"5056","Sawila",3161,"swt","-8.42","125.08","ANU",NA
"5057","Sawu",278,"hvn","-10.5","122","ANU",NA
"5058","Sawuy",3162,"saw","-6","138.67","ANU",NA
"5059","Saynawa",3906,"cbs-2","-8.937","-72.227","ANU",NA
"5060","Sayula Popoluca",3598,"pos","17.75","-95","ANU",NA
"5061","Scots English",1580,"sco","56","-3.25","ANU",NA
"5062","Scots Gaelic",556,"gla","57","-5","ANU",NA
"5063","Sebei",882,"kpz","1.33","34.58","ANU",NA
"5064","Secoya",1147,"sey","-0.2","-76.5","ANU",NA
"5065","Sedang",237,"sed","14.667","108","ANU",NA
"5066","Seediq",260,"trv","24.167","121.417","ANU",NA
"5067","Sehudate",3164,"fau","-3.239","136.89","ANU",NA
"5068","Seimat",3165,"ssg","-1.5","144.33","ANU",NA
"5069","Sekani",3599,"sek","54","-125","ANU",NA
"5070","Sekar",1365,"skz","-2.7","132.43","ANU",NA
"5071","Seke",1354,"skj","29","83.91","ANU",NA
"5072","Seke",3166,"ske","-15.87","168.08","ANU",NA
"5073","Seko_Padang",3167,"skx","-2.237","119.877","ANU",NA
"5074","Seko_Tengah",3168,"sko","-2.334","119.822","ANU",NA
"5075","Selaru",272,"slu","-8.25","130.917","ANU",NA
"5076","Selayar",3170,"sly","-6","120.5","ANU",NA
"5077","Selepet",1111,"spl","-6","147.25","ANU",NA
"5078","Selknam",487,"ona","-53","-68","ANU",NA
"5079","Selkup",1172,"sel","65","82","ANU",NA
"5080","Semai",3823,"sea","4","101.667","ANU",NA
"5081","Semaq_Beri",3824,"szc","4.167","103","ANU",NA
"5082","Seme",821,"sif","11","-5","ANU",NA
"5083","Semelai",231,"sza","3","102.5","ANU",NA
"5084","Semimi",3171,"etz","-3.75","134.25","ANU",NA
"5085","Semnam",3825,"ssm","5.25","101.05","ANU",NA
"5086","Sempan",3172,"xse","-4.83","137.5","ANU",NA
"5087","Sena",2285,"she","-17.829","35.342","ANU",NA
"5088","Senadi",2049,"sef","9.5","-6.25","ANU",NA
"5089","Senari",2286,"sef-2","10.553","-5.759","ANU",NA
"5090","Senari-Tyembara",2287,"sef-3","9.524","-6.487","ANU",NA
"5091","Seneca",619,"see","42.5","-77.5","ANU",NA
"5092","Sentani",958,"set","-2.583","140.633","ANU",NA
"5093","Sepik Iwam",2763,"iws","-4.228","142.121","ANU",NA
"5094","Sepoe",3173,"tqo-2","-8.58","146.33","ANU",NA
"5095","Serbian",613,"srp","45","20","ANU",NA
"5096","Seri",537,"sei","29","-112.5","ANU",NA
"5097","Serili",3174,"sve","-8.17","129.83","ANU",NA
"5098","Serrano",3600,"ser","34.33","-117","ANU",NA
"5099","Serua",3175,"srw","-6","130","ANU",NA
"5100","Seshelt",3601,"sec","49.5","-123.77","ANU",NA
"5101","Sesotho",783,"sot","-28","27","ANU",NA
"5102","Seta",3176,"stf","-3.42","141.75","ANU",NA
"5103","Seti",3177,"ste","-3.13","130.25","ANU",NA
"5104","Seti",3178,"sbi","-3.42","141.83","ANU",NA
"5105","Shabo",890,"sbf","7.2","36.25","ANU",NA
"5106","Shan",1054,"shn","22","98","ANU",NA
"5107","Shanenawa",3907,"ywn-2","0.789","-69.244","ANU",NA
"5108","Shangfeng",3826,"hsn-3","33","113.33","ANU",NA
"5109","Shanghai",1252,"wuu","31","121","ANU",NA
"5110","Shaoxing",3827,"wuu-4","30","120.917","ANU",NA
"5111","Sharanahua",921,"mcd","-11","-70","ANU",NA
"5112","Shark Bay",3179,"ssv","-15.37","167.03","ANU",NA
"5113","Shasta",538,"sht","41.83","-122.67","ANU",NA
"5114","Shatt",862,"shj","10.75","29.75","ANU",NA
"5115","Shawi",4022,"cbt","-5.592","-76.324","ANU",NA
"5116","Shawnee",3602,"sjw","40","-83","ANU",NA
"5117","She",2560,"shx","23.04","114.93","ANU",NA
"5118","Shenwa",4144,"cnu","36.6","2.4","ANU",NA
"5119","Sherbro",2288,"bun","7.554","-12.639","ANU",NA
"5120","Sherdukpen",1346,"sdp","27.2","92.4","ANU",NA
"5121","Sherpa",991,"xsr","27.833","86.833","ANU",NA
"5122","Sherpa_Hile",1564,"xsr-2","27.675","86.71","ANU",NA
"5123","Shigatse",1485,"bod-6","29.26","88.88","ANU",NA
"5124","Shilha",2289,"shi","29.18","-9.711","ANU",NA
"5125","Shilluk",883,"shk","10","37.2","ANU",NA
"5126","Shina",584,"scl","36","74","ANU",NA
"5127","Shipibo",922,"shp","-7","-75","ANU",NA
"5128","Shiriana",2050,"shb","3.5","-62.83","ANU",NA
"5129","Shirumba",2290,"shw","11.3","30.3","ANU",NA
"5130","Shixing",3563,"sxg","27.875","102.275","ANU",NA
"5131","Sho",3829,"csh","20","95","ANU",NA
"5132","Shodon",3830,"tkn","28","129","ANU",NA
"5133","Shom_Peng",3831,"sii","7","93.75","ANU",NA
"5134","Shona",784,"sna","-18","31","ANU",NA
"5135","Shor",3832,"cjs","53","88","ANU",NA
"5136","Shoshone",1188,"shh","41","-115.5","ANU",NA
"5137","Shua",2291,"shg-2","-20.208","25.259","ANU",NA
"5138","Shuangfeng",3833,"hsn-2","26.5","111","ANU",NA
"5139","Shuswap",954,"shs","52","-120","ANU",NA
"5140","Siane",1100,"snp","-6.05","145.25","ANU",NA
"5141","Siang",3180,"sya","-0.5","114.5","ANU",NA
"5142","Siar",372,"sjr","-5","153.333","ANU",NA
"5143","Siau",3163,"xxx-58","-5.42","154.62","ANU",NA
"5144","Siberian Yupik",518,"ess","65","-175","ANU",NA
"5145","Sibutu Sama",3181,"ssb-3","7.08","120","ANU",NA
"5146","Sicilian",4108,"scn","38.12","12.35","ANU",NA
"5147","Sidamo",2292,"sid","6.748","38.409","ANU",NA
"5148","Sierra Popoluca",1307,"poi","17.75","-95","ANU",NA
"5149","Sika",1313,"ski","-8.7","122.333","ANU",NA
"5150","Sikaiana",3182,"sky","-8.43","162.9","ANU",NA
"5151","Sikaritai",3183,"tty","-2.75","138.25","ANU",NA
"5152","Simalungan Batak",3184,"bts","3","98.83","ANU",NA
"5153","Simalur",434,"smr","2.333","96.5","ANU",NA
"5154","Simbari",3185,"smb","-5","152","ANU",NA
"5155","Simbo",3186,"sbb","-8.33","156.87","ANU",NA
"5156","Sinasina",3187,"sst","-6.08","145","ANU",NA
"5157","Sinaugoro",373,"snc","-9.833","147.917","ANU",NA
"5158","Sindhi",1297,"snd","26","69","ANU",NA
"5159","Sinesip",3198,"sns-2","-16.5","167.42","ANU",NA
"5160","Sinhalese",585,"sin","7","81","ANU",NA
"5161","Sio",374,"xsi","-6","147.333","ANU",NA
"5162","Siona",1148,"snn","-0.25","-76","ANU",NA
"5163","Siraya",3188,"fos","23","120.25","ANU",NA
"5164","Siriano",3908,"sri","-0.503","-70.608","ANU",NA
"5165","Siriono",1160,"srq","-14.8","-62.5","ANU",NA
"5166","Siroi",1125,"ssd","-5.5","146","ANU",NA
"5167","Sirva",3376,"sbq","-5","145","ANU",NA
"5168","Sisiqa",375,"bbq","-7.133","157","ANU",NA
"5169","Sissano",3189,"sso","-3.17","142","ANU",NA
"5170","SiSwati",787,"ssw","-27","32","ANU",NA
"5171","Siuslaw",908,"sis","44","-124","ANU",NA
"5172","SKiwai",645,"kjd","-8.583","143.25","ANU",NA
"5173","Sko-Tiau",3190,"jet","-3","141.073","ANU",NA
"5174","Skou",1038,"skv","-2.667","140.917","ANU",NA
"5175","Slave",709,"xsl","60","-120","ANU",NA
"5176","Slovak",3834,"slk","49","19","ANU",NA
"5177","Slovene",614,"slv","46","14.5","ANU",NA
"5178","Sm'algyax",935,"tsi","52.5","-129","ANU",NA
"5179","Snoqualmie",3604,"slh","48","-122.25","ANU",NA
"5180","So",3835,"xxx-60","17.333","104.333","ANU",NA
"5181","So",866,"teu","2.5","34.75","ANU",NA
"5182","Sobei",376,"sob","-1.917","138.75","ANU",NA
"5183","Soboyo",3191,"tlv","-1.83","124.92","ANU",NA
"5184","Solega",1463,"sle","12.2","76.5","ANU",NA
"5185","Solos",3192,"sol","-5.25","154.58","ANU",NA
"5186","Somali",21,"som","3","45","ANU",NA
"5187","Some",3193,"faa-3","-6.606","143.116","ANU",NA
"5188","Songhai",2293,"hmb","14.365","0.185","ANU",NA
"5189","Songjiang",3836,"wuu-5","30.667","121.167","ANU",NA
"5190","Soninke",850,"snk","13.25","-14.25","ANU",NA
"5191","Sonsorol",377,"sov","4.5","132.083","ANU",NA
"5192","Sooke",3605,"str-3","48.33","-123.75","ANU",NA
"5193","Sop",3194,"urw","-5.58","145.33","ANU",NA
"5194","Soqotri",2051,"sqt","12.5","54","ANU",NA
"5195","Sora",252,"srb","20","84.333","ANU",NA
"5196","Sorbian",615,"dsb","51","13.5","ANU",NA
"5197","Sotho_South",785,"sot","-30","28","ANU",NA
"5198","Sougb",509,"mnx","-1.5","134","ANU",NA
"5199","Soui",3838,"kdt-2","14.5","105","ANU",NA
"5200","Souw Amana Teru",1523,"tlu","-3.58","128.3","ANU",NA
"5201","Sowa",3200,"sww","-15.83","168.08","ANU",NA
"5202","Spanish",606,"spa","40","-4","ANU",NA
"5203","Spanish_spoken",1433,"spa-2","43","-3","ANU",NA
"5204","Spiti",1253,"bod-2","32.75","77.75","ANU",NA
"5205","Spokan",3606,"spo","47.5","-118.33","ANU",NA
"5206","Squamish",951,"squ","49.67","-123.17","ANU",NA
"5207","Sranan",1242,"srn","5.5","-55.5","ANU",NA
"5208","Sre",238,"kpm","11.5","108","ANU",NA
"5209","Sﬂliba",946,"slc","6","-67.5","ANU",NA
"5210","Stieng",239,"sti","12","107","ANU",NA
"5211","Stoney",3607,"sto","50","-105","ANU",NA
"5212","Su",3839,"sqq","14.667","106.5","ANU",NA
"5213","Suau",3201,"swp","-10.67","150.25","ANU",NA
"5214","Subanen",3202,"laa","8","123","ANU",NA
"5215","Subanen_Sindangan Central",3203,"syb","8","123","ANU",NA
"5216","Subanen_Siocon",3204,"suc","7.5","122.17","ANU",NA
"5217","Subia",2294,"sbs","-17.69","24.901","ANU",NA
"5218","Sucite",2295,"sep","11.045","-5.383","ANU",NA
"5219","Sudest",378,"tgo","-11.5","153.5","ANU",NA
"5220","Suena",1086,"sue","-7.75","147.5","ANU",NA
"5221","Sui",1491,"swi","26","107.5","ANU",NA
"5222","Suki",3205,"sui","-8","141.83","ANU",NA
"5223","Sukuma",2296,"suk","-3.234","33.516","ANU",NA
"5224","Sukurum",3206,"zsu","-6.285","146.353","ANU",NA
"5225","Sulka",1045,"sua","-5.083","152","ANU",NA
"5226","Sumambuq Murut",3207,"mvv-2","-4.81","115.999","ANU",NA
"5227","Sumararu",3208,"xxx-93","-2.92","141.5","ANU",NA
"5228","Sumbawa",1476,"smw","-8.583","117.5","ANU",NA
"5229","Sumerian",1339,"sux","36","44","ANU",NA
"5230","Sumo",3209,"wra-2","-3.17","142","ANU",NA
"5231","Sumu",4055,"sum","15","-83.2","ANU",NA
"5232","Sundanese",435,"sun","-7","107.5","ANU",NA
"5233","Sungor",896,"sjg","13.8","21.5","ANU",NA
"5234","Sunwar",1399,"suz","27.6","86.3","ANU",NA
"5235","Supyire",811,"spp","11.5","-5.58","ANU",NA
"5236","Sura_Mupun",2297,"sur","9.52","8.986","ANU",NA
"5237","Suri (Mursi)",2298,"suq","6","35.25","ANU",NA
"5238","Surin Khmer",1537,"kxm","15","103.75","ANU",NA
"5239","Sursurunga",3210,"sgz","-4","152.83","ANU",NA
"5240","Suruahﬂ",4023,"swx","-7.576","-64.938","ANU",NA
"5241","Suru?",3608,"sru","-11.014","-61.222","ANU",NA
"5242","Susu",851,"sus","10","-13","ANU",NA
"5243","Suyong",4132,"xxx-110","21.25","110.35","ANU",NA
"5244","Suyﬂ",4024,"suy","-11.432","-53.185","ANU",NA
"5245","Suzhou",2061,"wuu-6","31.3","120.6","ANU",NA
"5246","Svan",3841,"sva","43.05","42.72","ANU",NA
"5247","Swahili",786,"swh","-6.5","39","ANU",NA
"5248","Swedish",568,"swe","60","15","ANU",NA
"5249","Syan",2299,"xxx-13","0.6","34.33","ANU",NA
"5250","Sye",310,"erg","-18.633","168.917","ANU",NA
"5251","Syiagha-Yenimu",3211,"aws","-7","139.67","ANU",NA
"5252","Syriac",4103,"syc","33.845","36.545","ANU",NA
"5253","Taba",405,"mky","0.333","127.583","ANU",NA
"5254","Tabar",3213,"tbf","-2.8","152","ANU",NA
"5255","Tabaru",3214,"tby","1.5","127.58","ANU",NA
"5256","Tabasaran_Djubek",3842,"tab","41.67","47.67","ANU",NA
"5257","Tabasaran_Kondik",3843,"tab-2","41.67","47.67","ANU",NA
"5258","Tabi",2300,"tbi","12","33.5","ANU",NA
"5259","Tabla",959,"tnm","-2.417","140.333","ANU",NA
"5260","Tacana",1049,"tna","-12","-67.75","ANU",NA
"5261","Tagabanwa",3215,"tbk-2","9.5","118.5","ANU",NA
"5262","Tagabawa",3216,"bgs","6.87","125.2","ANU",NA
"5263","Tagalog",287,"tgl","14.75","121","ANU",NA
"5264","Tagbanwa_Aborlan",3218,"tbw","9","118","ANU",NA
"5265","Tagin",2047,"dap-2","28","94.225","ANU",NA
"5266","Tagish",3610,"tgx","60","-136","ANU",NA
"5267","Tagoi",2301,"tag","12","31","ANU",NA
"5268","Tahitian",379,"tah","-17.667","-149","ANU",NA
"5269","Tahltan",3611,"tht","57","-130","ANU",NA
"5270","Tai Aiton",1289,"aio","26.95","94.67","ANU",NA
"5271","Taiap",519,"gpn","-4.033","144.5","ANU",NA
"5272","Taijiang",4123,"hea-3","26.65","108.35","ANU",NA
"5273","Taikat",3220,"aos","-2.83","140.75","ANU",NA
"5274","Taiof",380,"sps","-5.583","154.583","ANU",NA
"5275","Taipan",4135,"ium-4","26.65","108.25","ANU",NA
"5276","Tairora",1101,"tbg","-6.583","145.917","ANU",NA
"5277","Tairora Obura",3222,"omw","-6.583","145.857","ANU",NA
"5278","Tairora Vinata",3223,"omw-2","-6.63","146","ANU",NA
"5279","Tairora_Northern",3221,"tbg","-6.487","145.878","ANU",NA
"5280","Taishan",3844,"yue-2","22","113","ANU",NA
"5281","Taita",2302,"dav","-3.518","38.61","ANU",NA
"5282","Taiwanese",3845,"nan-3","24","121","ANU",NA
"5283","Tajik",595,"tgk","38.667","70","ANU",NA
"5284","Tak",4140,"hnj-2","16.8","99","ANU",NA
"5285","Takelma",1057,"tkm","42.5","-123","ANU",NA
"5286","Takia",381,"tbc","-4.75","146","ANU",NA
"5287","Takuu",3225,"nho","-4.75","155.58","ANU",NA
"5288","Talaud",3226,"tld","4","126.67","ANU",NA
"5289","Talise",3227,"tlr","-9.83","160","ANU",NA
"5290","Taliwang",3228,"smw-2","-8.781","116.82","ANU",NA
"5291","Taloki",3229,"tlk","-4.67","122.83","ANU",NA
"5292","Talur",3230,"ilw","-7.83","126.42","ANU",NA
"5293","Talysh",596,"tly","39","48.85","ANU",NA
"5294","Tama",897,"tma","14.4","22","ANU",NA
"5295","Tamagario",633,"tcg","-6.5","139","ANU",NA
"5296","Tamahaq",2303,"thv","22.789","5.522","ANU",NA
